PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Lechowicz, A; Augustynowicz, A		Awrejcewicz, J; Szewczyk, R; Trojnacki, M; Kaliczynska, M		Lechowicz, Andrzej; Augustynowicz, Andrzej			Modeling and Simulation of the Hybrid Powertrain for the Use in Urban Vehicle	MECHATRONICS: IDEAS FOR INDUSTRIAL APPLICATIONS	Advances in Intelligent Systems and Computing				International Conference on Mechatronics - Ideas for Industrial Applications	MAY 12-14, 2014	Lodz, POLAND									Augustynowicz, Andrzej/E-4624-2013	Augustynowicz, Andrzej/0000-0003-4117-7534												2194-5357		978-3-319-10990-9; 978-3-319-10989-3				2015	317						473	482		10.1007/978-3-319-10990-9_45							WOS:000370546800045						
C	Gawel, P; Dembczynski, K; Kotlowski, W; Kubiak, M; Susmaga, R; Wesolek, P; Zielniewicz, P; Jaszkiewicz, A		Pechenizkiy, M; Wojciechowski, M		Gawel, Przemyslaw; Dembczynski, Krzysztof; Kotlowski, Wojciech; Kubiak, Marek; Susmaga, Robert; Wesolek, Przemyslaw; Zielniewicz, Piotr; Jaszkiewicz, Andrzej			Community Traffic: A Technology for the Next Generation Car Navigation	NEW TRENDS IN DATABASES AND INFORMATION SYSTEMS	Advances in Intelligent Systems and Computing				16th East-European Conference on Advances in Databases and Information Systems (ADBIS 2012)	SEP 17-21, 2012	Poznan, POLAND	Allegro Grp, POZnan, IBM, Microsoft, Roche, Targit, Samsung, Edge Solut, Itelligence								Susmaga, Robert/L-8660-2014; Kotlowski, Wojciech/O-4730-2014; Wesolek, Przemyslaw/F-7561-2014; Dembczynski, Krzysztof/L-9197-2014; Jaszkiewicz, Andrzej/L-8347-2014; Zielniewicz, Piotr/M-1849-2014; Gawel, Przemyslaw/L-8528-2014	Dembczynski, Krzysztof/0000-0001-7477-6758; Jaszkiewicz, Andrzej/0000-0002-8337-888X; Zielniewicz, Piotr/0000-0001-6996-3671; 												2194-5357		978-3-642-32517-5				2013	185						339	+									WOS:000312972300032						
C	Hiremath, PS; Hiremath, M		Kumar, MA; Selvarani, R; Kumar, TVS		Hiremath, P. S.; Hiremath, Manjunath			Fuzzy Geometric Face Model for Face Detection Based on Skin Color Fusion Model	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING	Advances in Intelligent Systems and Computing				International Conference on Advances in Computing (ICAdC 2012)	JUL 04-06, 2012	M S Ramaiah Inst Technol, INDIA	M S Ramaiah Inst Technol, Informat Sci & Engn, M S Ramaiah Inst Technol, Comp Sci & Engn, M S Ramaiah Inst Technol, Comp Applicat	M S Ramaiah Inst Technol							Hiremath, Manjunatha/AAR-3286-2021	HIREMATH, MANJUNATHA/0000-0002-9691-6923												2194-5357	2194-5365	978-81-322-0739-9; 978-81-322-0740-5				2013	174						977	982									WOS:000316088900118						
C	Zhang, XH; Lin, MC; Lin, S		Cao, BY; Ma, SQ; Cao, HH		Zhang, Xiu-hong; Lin, Mingcai; Lin, Song			The Method of Tourism Environmental Carrying Capacity	ECOSYSTEM ASSESSMENT AND FUZZY SYSTEMS MANAGEMENT	Advances in Intelligent Systems and Computing				3rd International Conference on Ecosystem Assessment Management / Workshop on the Construction of an Early Warning Platform for Eco-Tourism in Hainan	MAY 05-12, 2013	Haikou, PEOPLES R CHINA	Hainan Normal Univ, Univ Ottawa, Dept Land Environm & Resources Hainan Prov, ORSC, Fuzzy Informat & Engn Branch, Operat Res Soc Guangdong Prov																					2194-5357		978-3-319-03449-2; 978-3-319-03448-5				2014	254						87	92		10.1007/978-3-319-03449-2_10							WOS:000363268200010						
C	Patel, AD; Jhaveri, RH; Shah, SN		Jain, LC; Patnaik, S; Ichalkaranje, N		Patel, Ankit D.; Jhaveri, Rutvij H.; Shah, Shaishav N.			I-EDRI Scheme to Mitigate Grayhole Attack in MANETs	INTELLIGENT COMPUTING, COMMUNICATION AND DEVICES	Advances in Intelligent Systems and Computing				1st International Conference on Intelligent Computing, Communication and Devices (ICCD)	APR 18-19, 2014	SOA Univ, Bhubaneswar, INDIA		SOA Univ							Jhaveri, Rutvij H./A-5354-2018	Jhaveri, Rutvij H./0000-0002-3285-7346												2194-5357		978-81-322-2008-4				2015	309						39	43		10.1007/978-81-322-2009-1_5							WOS:000380479900005						
C	Oliveira, O; Gamboa, D; Fernandes, P		Rocha, A; Correia, AM; Costanzo, S; Reis, LP		Oliveira, Oscar; Gamboa, Dorabela; Fernandes, Pedro			Prototyping the One-Dimensional Cutting Stock Problem with Usable Leftovers for the Furniture Industry	NEW CONTRIBUTIONS IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1, PT 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 01-03, 2015	Univ Azores, Ponta Delgada, PORTUGAL		Univ Azores							Gamboa, Dorabela/B-6519-2008; Oliveira, Oscar/A-9526-2019; Gamboa, Dorabela/P-4778-2019	Gamboa, Dorabela/0000-0002-8720-8597; Oliveira, Oscar/0000-0003-3807-7292; Gamboa, Dorabela/0000-0002-8720-8597												2194-5357		978-3-319-16486-1; 978-3-319-16485-4				2015	353		1				671	677		10.1007/978-3-319-16486-1_66							WOS:000381744400066						
C	Kovalenko, Y		Szewczyk, R; Kaliczynska, M		Kovalenko, Yulia			A Programmable Logic Controller (PLC); Programming Language Structural Analysis	RECENT ADVANCES IN SYSTEMS, CONTROL AND INFORMATION TECHNOLOGY	Advances in Intelligent Systems and Computing				International Conference on Systems, Control and Information Technologies (SCIT)	MAY 20-21, 2016	Warsaw, POLAND																						2194-5357		978-3-319-48923-0; 978-3-319-48922-3				2017	543						234	242		10.1007/978-3-319-48923-0_29							WOS:000413065400029						
C	Yang, G; Zhang, JB		Wen, Z; Li, T		Yang Gang; Zhang Jiabing			Synchronization Control in Vertical Ship Lift Based on Relative Coupling Strategy	PRACTICAL APPLICATIONS OF INTELLIGENT SYSTEMS, ISKE 2013	Advances in Intelligent Systems and Computing				8th International Conference on Intelligent Systems and Knowledge Engineering (ISKE)	NOV 20-23, 2013	Shenzhen, PEOPLES R CHINA	Shenzhen Univ, Sci China Press, Chinese Acad Sci, IEEE Computat Intelligence Soc, Chinese Assoc Artificial Intelligence, State Key Lab Complex Elect Syst Simulat, Sci & Technol Integrated Informat Syst Lab, SW Jiaotong Univ, Univ Technol																					2194-5357	2194-5365	978-3-642-54927-4; 978-3-642-54926-7				2014	279						839	847		10.1007/978-3-642-54927-4_80							WOS:000348509400080						
S	Pauk, J; Dardzinska, A		Choras, RS		Pauk, Jolanta; Dardzinska, Agnieszka			New Method for Finding Rules in Incomplete Information Systems Controlled by Reducts in Flat Feet Treatment	IMAGE PROCESSING AND COMMUNICATIONS CHALLENGES 4	Advances in Intelligent Systems and Computing															Dardzinska, Agnieszka/C-9902-2009; Dardzinska-Glebocka, Agnieszka/Q-6415-2018	Dardzinska, Agnieszka/0000-0001-7305-4753; Dardzinska-Glebocka, Agnieszka/0000-0002-2811-0274; Pauk, Jolanta/0000-0001-8607-7129												2194-5357	2194-5365	978-3-642-32383-6				2013	184						209	214			10.1007/978-3-642-32384-3						WOS:000312752300026						
C	Zhang, TB		Wen, Z; Li, T		Zhang, Tianbo			Analysis on the Concepts of Knowledge and Knowledge Engineering: Based on the Perspective of "Information Complex Holographic Person"	PRACTICAL APPLICATIONS OF INTELLIGENT SYSTEMS, ISKE 2013	Advances in Intelligent Systems and Computing				8th International Conference on Intelligent Systems and Knowledge Engineering (ISKE)	NOV 20-23, 2013	Shenzhen, PEOPLES R CHINA	Shenzhen Univ, Sci China Press, Chinese Acad Sci, IEEE Computat Intelligence Soc, Chinese Assoc Artificial Intelligence, State Key Lab Complex Elect Syst Simulat, Sci & Technol Integrated Informat Syst Lab, SW Jiaotong Univ, Univ Technol																					2194-5357		978-3-642-54927-4; 978-3-642-54926-7				2014	279						1051	1058		10.1007/978-3-642-54927-4_100							WOS:000348509400100						
C	Cui, WJ; Zhou, RG; Yan, YH; Ran, LH; Zhang, X		Stanton, NA		Cui, Wenjie; Zhou, Ronggang; Yan, Yunhao; Ran, Linghua; Zhang, Xin			Effect of Warning Levels on Drivers' Decision-Making with the Self-driving Vehicle System	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				AHFE International Conference on Human Factors in Transportation	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60441-1; 978-3-319-60440-4				2018	597						720	729		10.1007/978-3-319-60441-1_69							WOS:000448241200069						
C	Vani, V; Mohan, S		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Vani, V.; Mohan, S.			Symbolic Decision Tree for Interval Data-An Approach Towards Predictive Streaming and Rendering of 3D Models	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 1, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus							Gounder, Mohan/AAK-9919-2021; , Vani/AAK-9906-2021	Gounder, Mohan/0000-0001-8146-4584; , Vani/0000-0002-0531-5672												2194-5357		978-81-322-2755-7; 978-81-322-2753-3				2016	433						137	145		10.1007/978-81-322-2755-7_15							WOS:000373007500015						
C	Jemelka, M; Chramcov, B; Kriz, P		Silhavy, R; Silhavy, P; Prokopova, Z		Jemelka, Milan; Chramcov, Bronislav; Kriz, Pavel			Increasing the Efficiency of Logistics in Warehouse Using the Combination of Simple Optimization Methods	CYBERNETICS APPROACHES IN INTELLIGENT SYSTEMS: COMPUTATIONAL METHODS IN SYSTEMS AND SOFTWARE 2017, VOL. 1	Advances in Intelligent Systems and Computing				Conference on Computational Methods in Systems and Software (CoMeSySo)	SEP 12-14, 2017	Vsetin, CZECH REPUBLIC	OpenPublish eu s r o								Chramcov, Bronislav/H-6413-2012	Chramcov, Bronislav/0000-0002-3252-1578												2194-5357	2194-5365	978-3-319-67618-0				2018	661						225	235		10.1007/978-3-319-67618-0_21							WOS:000430738700021						
C	Haritha, H; Kumar, TS		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Haritha, H.; Kumar, T. Senthil			Survey on Various Traffic Monitoring and Reasoning Techniques	ARTIFICIAL INTELLIGENCE TRENDS IN INTELLIGENT SYSTEMS, CSOC2017, VOL 1	Advances in Intelligent Systems and Computing				6th Computer Science On-Line Conference (CSOC)	APR, 2017	Zlin, CZECH REPUBLIC	OpenPublish eu s r o									Thangavel, senthilkumar/0000-0001-8160-7223												2194-5357		978-3-319-57261-1				2017	573						507	516		10.1007/978-3-319-57261-1_50							WOS:000405337000050						
C	Sreekumar, A; Pillay, VR		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Sreekumar, Archana; Pillay, V. Radhamani			Hardware Prototyping for Enhanced Resilient Onboard Navigation Unit	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 1, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus																				2194-5357	2194-5365	978-81-322-2755-7; 978-81-322-2753-3				2016	433						501	511		10.1007/978-81-322-2755-7_52							WOS:000373007500052						
C	Agarwal, J; Sharma, N; Kumar, P; Parshav, V; Srivastava, A; Rathore, R; Goudar, RH		Babu, BV; Nagar, A; Deep, K; Pant, M; Bansal, JC; Ray, K; Gupta, U		Agarwal, Juhi; Sharma, Nishkarsh; Kumar, Pratik; Parshav, Vishesh; Srivastava, Anubhav; Rathore, Rohit; Goudar, R. H.			Semantic Search in E-Tourism Services: Making Data Compilation Easier	PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON SOFT COMPUTING FOR PROBLEM SOLVING (SOCPROS 2012)	Advances in Intelligent Systems and Computing				2nd International Conference on Soft Computing for Problem Solving (SocProS)	DEC 28-30, 2012	JK Lakshmipat Univ, Jaipur, INDIA	JK Lakshmipat Univ, Inst Engn & Technol	JK Lakshmipat Univ								, Dr R H Goudar/0000-0002-4590-7744												2194-5357		978-81-322-1602-5; 978-81-322-1601-8				2014	236						811	820		10.1007/978-81-322-1602-5_86							WOS:000337801800086						
C	Mohan, S; Vani, V		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Mohan, S.; Vani, V.			Predictive 3D Content Streaming Based on Decision Tree Classifier Approach	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 1, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus							Gounder, Mohan/AAK-9919-2021; , Vani/AAK-9906-2021	Gounder, Mohan/0000-0001-8146-4584; , Vani/0000-0002-0531-5672												2194-5357		978-81-322-2755-7; 978-81-322-2753-3				2016	433						147	156		10.1007/978-81-322-2755-7_16							WOS:000373007500016						
C	Jain, D; Ramachandran, R; Vunnam, A; Vignesh, P		Suresh, LP; Dash, SS; Panigrahi, BK		Jain, Deepesh; Ramachandran, Renuka; Vunnam, Anuhya; Vignesh, P.			Object Detection in Cluttered Environment Using 3D Map	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY ALGORITHMS IN ENGINEERING SYSTEMS, VOL 1	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Algorithms in Engineering Systems (ICAEES)	APR 22-23, 2014	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ																				2194-5357	2194-5365	978-81-322-2126-5; 978-81-322-2125-8				2015	324						181	186		10.1007/978-81-322-2126-5_20							WOS:000357781400020						
S	Lasota, T; Smetek, M; Trawinski, B; Trawinski, G		Zgrzywa, A; Choros, K; Sieminski, A		Lasota, Tadeusz; Smetek, Magdalena; Trawinski, Bogdan; Trawinski, Grzegorz			An Attempt to Use Self-Adapting Genetic Algorithms to Optimize Fuzzy Systems for Predicting from a Data Stream	NEW RESEARCH IN MULTIMEDIA AND INTERNET SYSTEMS	Advances in Intelligent Systems and Computing															LASOTA, TADEUSZ/AAI-9207-2020													2194-5357	2194-5365	978-3-319-10382-2				2015	314						81	90		10.1007/978-3-319-10383-9_8	10.1007/978-3-319-10383-9						WOS:000348199400009						
C	Matsuo, K; Sakamoto, S; Oda, T; Barolli, A; Ikeda, M; Barolli, L		Barolli, L; Enokido, T		Matsuo, Keita; Sakamoto, Shinji; Oda, Tetsuya; Barolli, Admir; Ikeda, Makoto; Barolli, Leonard			Performance Analysis of WMNs by WMN-GA Simulation System for Different WMN Architectures and TCP Congestion-Avoidance Algorithms Considering Exponential and Weibull Distributions	INNOVATIVE MOBILE AND INTERNET SERVICES IN UBIQUITOUS COMPUTING, IMIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing (IMIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella								Sakamoto, Shinji/0000-0002-4103-8828												2194-5357	2194-5365	978-3-319-61542-4; 978-3-319-61541-7				2018	612						50	62		10.1007/978-3-319-61542-4_5							WOS:000559732300005						
C	Kiran, MK; ShyamVamsi, T		Satapathy, SC; Udgata, SK; Biswal, BN		Kiran, M. Kranthi; ShyamVamsi, T.			Hand Gesture Detection and Recognition Using Affine-Shift, Bag-of-Features and Extreme Learning Machine Techniques	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON FRONTIERS OF INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2013	Advances in Intelligent Systems and Computing				2nd International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 14-16, 2013	Bhubaneswar, INDIA	Bhubaneswar Engn Coll									mandava, kranthi kiran/0000-0002-1003-7267												2194-5357	2194-5365	978-3-319-02931-3; 978-3-319-02930-6				2014	247						181	187		10.1007/978-3-319-02931-3_22							WOS:000339490600022						
C	Wang, Y; Li, YQ; Li, YW; Shi, YL; Li, WW		Choudhary, RK; Mandal, JK; Bhattacharyya, D		Wang, Yan; Li, YuQiang; Li, YuWen; Shi, Yilong; Li, Weiwei			Research of Access Optimization of Small Files on Basis of B plus Tree on Hadoop	ADVANCED COMPUTING AND COMMUNICATION TECHNOLOGIES	Advances in Intelligent Systems and Computing				10th International Conference on Advanced Computing and Communication Technologies (ICACCT)	NOV 18-20, 2016	Asia Pacific Inst Informat Technol, Panipat, INDIA	Inst Elect & Telecommunicat Engineers, Indian Oil Corp Ltd, Panipat Refinery & Petrochem	Asia Pacific Inst Informat Technol																				2194-5357	2194-5365	978-981-10-4603-2; 978-981-10-4602-5				2018	562						197	204		10.1007/978-981-10-4603-2_19							WOS:000433981100019						
C	Feradov, F; Mporas, I; Ganchev, T		Abraham, A; Kovalev, S; Tarassov, V; Snasel, V; Vasileva, M; Sukhanov, A		Feradov, Firgan; Mporas, Iosif; Ganchev, Todor			Evaluation of Cepstral Coefficients as Features in EEG-Based Recognition of Emotional States	PROCEEDINGS OF THE SECOND INTERNATIONAL SCIENTIFIC CONFERENCE INTELLIGENT INFORMATION TECHNOLOGIES FOR INDUSTRY (IITI'17), VOL 1	Advances in Intelligent Systems and Computing				2nd International Scientific Conference on Intelligent Information Technologies for Industry (IITI)	SEP 14-16, 2017	Varna, BULGARIA	Tech Univ Varna, Tech Univ Sofia, VSB Tech Univ Ostrava, Rostov State Transport Univ								Feradov, Firgan/R-9522-2019; Ganchev, Todor/A-1915-2017	Ganchev, Todor/0000-0003-0384-4033												2194-5357	2194-5365	978-3-319-68321-8				2018	679						504	511		10.1007/978-3-319-68321-8_52							WOS:000585070600052						
C	Khider, H; Benna, A; Meziane, A; Hammoudi, S		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Khider, Hadjer; Benna, Amel; Meziane, Abdelkrim; Hammoudi, Slimane			Toward an Approach to Improve Business Process Models Reuse Based on LinkedIn Social Network	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 3	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL									Khider, Hadjer/M-3262-2017; meziane, abdelkrim/AAL-9765-2020	Khider, Hadjer/0000-0002-0566-9235; 												2194-5357	2194-5365	978-3-319-56541-5; 978-3-319-56540-8				2017	571						179	189		10.1007/978-3-319-56541-5_19							WOS:000425539200019						
C	Shah, K; Santoki, S; Ghetia, H; Aju, D		Suresh, LP; Dash, SS; Panigrahi, BK		Shah, Kartik; Santoki, Shantanu; Ghetia, Himanshu; Aju, D.			Classification of Remote Sensing Image Based on Different Similarity Measures	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY ALGORITHMS IN ENGINEERING SYSTEMS, VOL 1	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Algorithms in Engineering Systems (ICAEES)	APR 22-23, 2014	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ							D, Aju/AAV-1554-2020	D, Aju/0000-0003-1019-2379												2194-5357	2194-5365	978-81-322-2126-5; 978-81-322-2125-8				2015	324						609	619		10.1007/978-81-322-2126-5_66							WOS:000357781400066						
C	Yoon, BD; Yoon, HN; Choi, SH; Lee, JM		Lee, S; Cho, HS; Yoon, KJ; Lee, JM		Yoon, Ba-Da; Yoon, Ha-Nul; Choi, Sung-He; Lee, Jang-Myung			UKF Applied for Position Estimation of Underwater-Beacon Precision	INTELLIGENT AUTONOMOUS SYSTEMS 12, VOL 1	Advances in Intelligent Systems and Computing				12th International Conference of Intelligent Autonomous Systems	JUN 26-29, 2012	Jeju, SOUTH KOREA																						2194-5357	2194-5365	978-3-642-33925-7; 978-3-642-33926-4				2013	193						501	+									WOS:000313842700046						
